CNT,ST004D01T,ST250Q01JA,ST250Q02JA,ST250Q03JA,ST250Q04JA,HISCED,ICTRES,ESCS,PV1MATH,PV1READ,PV1SCIE
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.1179,588.888,530.804,581.278
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,0.1818,475.759,520.247,548.255
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,0.0295,422.298,529.576,431.255
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,1.3276,545.785,495.356,608.718
FIN,2.0,1.0,1.0,,1.0,9.0,,0.5596,332.043,377.808,387.753
FIN,2.0,1.0,1.0,2.0,1.0,6.0,,0.4044,521.181,545.372,562.277
FIN,1.0,,,,,,,,420.428,437.061,549.795
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.7363,475.636,492.209,442.852
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-1.0935,533.189,567.521,586.313
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.645,498.614,470.67,491.727
FIN,1.0,1.0,2.0,2.0,1.0,9.0,,0.7475,570.886,658.957,621.986
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.0082,630.069,689.852,667.808
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.2028,341.046,306.346,371.741
FIN,1.0,,,,,,,,496.252,462.134,510.628
FIN,2.0,2.0,1.0,1.0,1.0,8.0,,-0.3001,465.101,534.342,584.016
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1091,469.204,569.513,574.098
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.1018,451.269,461.728,448.025
FIN,2.0,2.0,1.0,2.0,1.0,9.0,,0.7555,356.021,471.674,366.725
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.886,492.128,442.507,644.969
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.6088,498.158,550.454,590.818
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9258,451.649,553.106,559.959
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9012,664.925,590.797,685.714
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.3728,405.18,408.729,476.039
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.2812,544.586,536.758,633.626
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,-0.316,420.833,474.701,491.201
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.04,575.579,603.832,593.617
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,0.258,382.947,423.39,397.365
FIN,2.0,1.0,2.0,1.0,1.0,9.0,,0.5827,321.37,228.127,304.525
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,-0.0803,343.065,352.664,361.281
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,0.5592,479.842,471.691,520.624
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.4295,414.052,422.823,458.708
FIN,2.0,1.0,2.0,2.0,1.0,10.0,,0.088,443.674,474.62,474.763
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.4659,603.875,639.739,578.554
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-1.5364,407.889,500.374,404.434
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.7079,415.902,463.314,402.321
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.0949,625.698,577.555,632.988
FIN,2.0,2.0,1.0,2.0,1.0,8.0,,0.8062,542.265,572.79,588.9
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-1.2067,412.003,445.841,491.576
FIN,1.0,,,,1.0,4.0,,-0.69,285.461,269.982,293.568
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.753,444.478,365.754,498.293
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.7191,484.041,507.919,486.28
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.582,367.224,515.896,428.303
FIN,1.0,1.0,1.0,1.0,1.0,7.0,,0.7861,393.057,467.426,441.528
FIN,1.0,1.0,2.0,1.0,1.0,8.0,,-0.1383,360.544,471.429,398.601
FIN,2.0,1.0,1.0,2.0,1.0,6.0,,-0.2129,447.0,515.711,474.885
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.5941,415.829,405.59,366.035
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,-0.253,425.171,533.0,499.65
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.0813,564.733,458.721,554.41
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.1033,337.772,307.638,365.203
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.2968,647.14,357.333,604.455
FIN,2.0,1.0,1.0,,1.0,6.0,,-0.2252,431.509,392.791,354.143
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.0643,465.558,560.419,463.352
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.4432,492.519,554.091,534.113
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0383,560.368,589.535,650.362
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.1404,425.874,524.991,473.103
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.2735,368.544,486.766,334.385
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,-0.5992,373.039,377.543,386.297
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.2861,644.085,663.347,598.93
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.4783,306.754,273.39,296.412
FIN,1.0,1.0,2.0,2.0,1.0,5.0,,-1.0862,515.875,537.602,583.058
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.8471,567.259,555.786,632.93
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.6959,488.577,559.602,558.871
FIN,2.0,1.0,1.0,1.0,1.0,7.0,,0.144,394.964,404.641,375.643
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,1.0649,577.591,631.008,565.624
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.1251,582.466,539.271,550.378
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,-0.0767,593.815,534.071,691.542
FIN,2.0,1.0,1.0,,1.0,,,,266.766,152.898,249.314
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.3463,479.893,443.975,472.592
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,-0.1367,433.652,584.449,519.961
FIN,2.0,1.0,2.0,2.0,1.0,4.0,,-1.7361,403.168,399.821,413.095
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,-0.1615,513.767,446.134,526.001
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-0.8406,623.866,612.486,666.239
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.721,588.894,550.83,505.736
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.7913,538.854,594.626,488.425
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.0396,531.527,533.247,489.621
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.4261,574.519,538.599,621.172
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.7187,265.552,277.012,187.695
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0156,584.208,492.242,617.616
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,-0.2955,585.612,668.002,664.321
FIN,1.0,1.0,1.0,2.0,1.0,,,0.3119,341.505,338.442,356.499
FIN,1.0,2.0,1.0,2.0,1.0,4.0,,-0.3248,444.192,442.079,471.325
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.8702,561.324,535.458,604.088
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.7594,508.652,519.018,569.554
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,-0.3365,421.268,470.07,404.32
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,-0.174,331.575,344.083,302.886
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.5909,475.252,517.137,496.003
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.7095,475.899,522.183,504.243
FIN,1.0,,,,,,,,397.089,391.247,463.416
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,-0.5495,468.179,406.697,405.323
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,0.6192,459.315,477.942,474.287
FIN,1.0,1.0,1.0,1.0,1.0,6.0,,-1.2965,428.74,432.316,397.653
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.9143,516.282,444.846,526.235
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.5605,422.744,437.492,547.726
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.0743,681.629,648.137,636.841
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-0.8854,516.498,522.286,576.624
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.8623,396.797,410.719,341.086
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.0215,675.237,596.326,735.226
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.3096,537.827,558.538,590.336
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.3799,340.085,352.674,373.702
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,0.7121,508.761,531.812,614.2
FIN,2.0,,,,,,,,305.154,304.334,328.606
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-1.131,455.017,528.302,443.668
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.7229,471.653,512.432,441.897
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.8447,506.835,508.657,513.284
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9056,502.644,562.833,500.507
FIN,1.0,1.0,1.0,2.0,1.0,10.0,,1.7461,540.603,617.372,582.847
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.8059,357.036,448.465,417.358
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.3735,541.636,552.243,529.443
FIN,1.0,2.0,1.0,1.0,1.0,7.0,,-0.3302,486.051,509.695,507.436
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.3996,566.572,591.34,606.59
FIN,1.0,1.0,1.0,2.0,1.0,7.0,,-0.6512,377.924,349.711,460.275
FIN,2.0,2.0,1.0,2.0,1.0,7.0,,-0.7429,372.919,454.093,422.862
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.4917,534.685,562.075,500.388
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,0.2285,437.683,415.745,444.657
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-1.815,399.099,325.699,317.467
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.0359,530.63,657.262,563.866
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.2417,404.796,490.03,463.469
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,0.4195,623.394,523.5,632.49
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.0608,613.645,669.706,587.745
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1472,415.555,438.431,453.233
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.8772,522.09,541.422,545.032
FIN,1.0,1.0,1.0,2.0,1.0,10.0,,0.5964,502.692,553.796,584.664
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.1775,461.432,606.425,541.619
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,-0.08,453.009,517.064,506.668
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.2185,502.698,656.118,557.371
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0476,457.528,410.559,498.98
FIN,1.0,1.0,1.0,,1.0,9.0,,0.8155,607.661,659.922,676.856
FIN,1.0,1.0,2.0,2.0,1.0,4.0,,-1.2062,576.409,804.229,676.505
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,-0.1409,455.077,570.142,444.543
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,-0.0947,504.577,434.345,469.952
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.2675,580.939,544.59,572.902
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.1903,319.985,425.16,326.459
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.3874,376.628,416.158,392.26
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-0.2443,571.583,580.703,680.128
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,-0.0971,579.017,642.516,614.106
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.0833,554.109,511.861,555.262
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.7951,390.775,510.187,394.61
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.6969,469.211,401.945,481.917
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,0.0296,480.884,545.13,483.055
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.0756,641.292,544.902,675.907
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,-0.6187,468.952,394.241,503.546
FIN,2.0,,,,,,,,359.4,372.886,416.21
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.8379,670.868,650.651,718.838
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,1.5714,546.171,543.268,552.667
FIN,1.0,1.0,2.0,1.0,1.0,10.0,,-0.2762,381.077,543.057,361.451
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.0157,425.171,481.912,539.446
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.3335,565.468,470.625,532.496
FIN,1.0,1.0,1.0,,1.0,10.0,,-0.2293,341.873,306.708,339.494
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.7807,453.513,379.628,572.056
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,0.5897,412.882,461.521,385.341
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.172,555.984,597.687,593.08
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.659,494.09,554.32,606.621
FIN,2.0,,,,,,,,381.513,356.429,401.042
FIN,2.0,2.0,1.0,1.0,1.0,5.0,,-0.895,515.668,419.73,450.433
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.2422,668.018,686.84,644.437
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-1.4328,584.848,522.618,616.823
FIN,1.0,1.0,2.0,1.0,1.0,9.0,,-0.757,477.63,385.098,538.083
FIN,2.0,1.0,1.0,2.0,1.0,10.0,,0.9125,556.865,602.114,587.232
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,-0.0308,537.904,499.353,587.473
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.7029,420.156,428.851,518.413
FIN,1.0,,,,,,,,473.202,489.322,504.978
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.117,359.287,385.556,350.417
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.792,492.253,486.596,420.269
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.0819,531.779,551.478,557.77
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,1.0373,611.853,582.008,576.411
FIN,1.0,1.0,1.0,1.0,1.0,4.0,,-0.8613,350.827,252.794,327.942
FIN,1.0,1.0,1.0,2.0,1.0,5.0,,-0.7807,449.463,380.051,394.038
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.7637,565.08,618.361,557.358
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1693,567.073,678.69,602.327
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.2883,499.251,546.305,512.713
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,1.0151,550.656,546.016,600.036
FIN,1.0,1.0,2.0,1.0,1.0,9.0,,-0.7699,386.248,407.976,390.724
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-1.0074,429.547,386.216,416.559
FIN,1.0,2.0,1.0,1.0,1.0,9.0,,0.8224,517.573,475.313,558.135
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,0.5724,495.262,528.603,540.404
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,0.4103,507.237,389.757,485.158
FIN,1.0,1.0,1.0,,1.0,9.0,,1.3349,410.198,359.715,414.53
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.2649,355.706,345.708,366.584
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.6533,461.031,581.71,623.996
FIN,1.0,1.0,2.0,2.0,1.0,5.0,,-0.9706,559.06,515.25,525.738
FIN,2.0,1.0,1.0,2.0,1.0,7.0,,-0.8984,314.837,333.489,411.264
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.4074,504.186,404.224,525.862
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.5599,414.585,285.295,342.892
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.9246,504.775,499.928,502.518
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.6802,522.614,538.133,578.366
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.1081,458.011,464.554,554.476
FIN,2.0,1.0,1.0,,1.0,8.0,,-0.2772,412.293,389.534,403.29
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.6661,443.122,468.798,528.699
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9918,557.199,538.694,500.293
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,1.4228,563.586,538.69,604.612
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.4684,449.932,471.669,467.17
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,-0.3592,506.134,585.247,547.133
FIN,2.0,1.0,1.0,2.0,1.0,6.0,,-0.6732,381.768,397.155,432.9
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9563,598.383,648.202,675.553
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,1.5069,597.921,567.201,619.26
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.9392,449.773,546.33,487.254
FIN,1.0,2.0,1.0,1.0,1.0,,,,317.862,181.685,252.141
FIN,2.0,1.0,1.0,,1.0,8.0,,0.1172,401.037,311.699,455.483
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.3288,547.284,526.2,603.434
FIN,2.0,1.0,2.0,1.0,1.0,3.0,,-2.0784,438.817,384.763,513.546
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,-0.9903,521.119,393.283,556.28
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.4403,467.829,523.28,585.756
FIN,2.0,1.0,1.0,1.0,1.0,10.0,,0.6697,256.53,249.164,354.347
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.9514,451.928,523.487,504.816
FIN,2.0,1.0,1.0,2.0,1.0,5.0,,-0.4815,389.841,417.683,425.332
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.9536,534.156,608.609,552.667
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.7779,385.417,401.833,402.421
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.1078,673.099,783.007,745.967
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,-0.3745,507.107,554.377,509.197
FIN,1.0,,,,,,,,547.646,554.961,556.31
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.2444,436.337,500.755,477.274
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,1.068,384.105,489.385,425.221
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.6515,505.989,616.535,570.018
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.1134,362.844,332.036,367.796
FIN,2.0,,,,,,,-0.8039,386.739,226.988,366.187
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.0846,628.094,701.381,740.123
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.9465,529.855,478.732,545.888
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.3318,506.344,544.988,502.233
FIN,1.0,1.0,2.0,2.0,1.0,10.0,,-0.7789,385.579,398.338,340.629
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.2024,299.761,330.762,411.008
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,1.2986,477.438,556.596,544.248
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.347,524.58,540.22,543.545
FIN,1.0,1.0,1.0,2.0,1.0,8.0,,0.541,482.301,515.432,489.955
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,0.7416,472.797,450.811,505.47
FIN,1.0,1.0,1.0,1.0,1.0,5.0,,-1.2725,447.801,384.356,395.1
FIN,1.0,1.0,1.0,2.0,1.0,9.0,,1.0687,471.311,445.021,550.297
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.2108,496.395,517.357,504.374
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-0.8742,403.701,391.62,366.555
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,-0.4337,449.376,335.083,407.871
FIN,1.0,1.0,1.0,2.0,1.0,4.0,,-0.8303,463.222,597.252,572.802
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.3252,369.333,368.537,360.475
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.4965,454.487,552.363,499.494
FIN,1.0,1.0,1.0,1.0,1.0,3.0,,-1.3469,617.04,574.948,641.506
FIN,2.0,1.0,1.0,,1.0,8.0,,0.3501,450.963,430.5,503.828
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.1368,411.633,412.084,370.565
FIN,1.0,1.0,1.0,1.0,1.0,7.0,,0.0217,386.057,389.223,387.059
FIN,1.0,1.0,1.0,2.0,1.0,3.0,,-1.2487,317.624,428.552,406.388
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.6195,395.136,459.93,483.388
FIN,1.0,1.0,1.0,2.0,1.0,7.0,,-0.6376,438.107,493.199,458.698
FIN,1.0,1.0,2.0,1.0,1.0,8.0,,-0.4706,480.297,503.183,462.921
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.5827,573.354,570.081,587.0
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.893,343.335,405.943,346.367
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,0.4721,408.616,542.686,488.114
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.0169,413.851,429.898,439.363
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.0714,464.599,515.522,487.797
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.5379,521.055,528.555,599.522
FIN,1.0,2.0,1.0,1.0,2.0,6.0,,-1.3043,384.215,302.796,384.087
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,0.9046,630.849,750.627,723.421
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.0334,550.391,607.778,603.779
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.466,444.908,367.024,405.345
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,-0.0003,458.675,416.346,502.056
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.3463,575.382,598.458,565.138
FIN,1.0,1.0,1.0,1.0,1.0,10.0,,0.0274,375.981,368.674,342.029
FIN,2.0,1.0,1.0,2.0,1.0,8.0,,0.071,495.89,465.719,435.872
FIN,1.0,1.0,2.0,2.0,1.0,10.0,,0.7429,382.802,376.562,514.031
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.8552,534.121,442.86,577.631
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.9829,408.773,577.618,464.359
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.7603,593.131,664.966,661.932
FIN,2.0,1.0,1.0,2.0,1.0,9.0,,1.2124,429.516,270.211,442.921
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-1.2089,659.487,575.86,601.845
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,-0.6356,367.928,269.215,343.823
FIN,2.0,1.0,1.0,2.0,1.0,4.0,,-0.7248,488.192,492.252,596.183
FIN,1.0,1.0,1.0,1.0,1.0,,,,470.896,521.748,537.222
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,0.8079,513.419,443.879,547.604
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.3201,559.761,592.38,614.154
FIN,1.0,1.0,1.0,1.0,1.0,9.0,,1.103,462.273,645.244,506.625
FIN,2.0,1.0,1.0,,1.0,4.0,,-0.2697,486.14,497.192,412.129
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.914,395.501,356.873,487.533
FIN,2.0,1.0,1.0,1.0,1.0,6.0,,-0.4052,474.83,437.007,453.752
FIN,1.0,2.0,1.0,2.0,1.0,9.0,,0.2102,579.546,649.312,609.506
FIN,1.0,1.0,1.0,2.0,1.0,10.0,,1.3163,569.149,561.941,685.399
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.1841,540.416,607.237,633.783
FIN,2.0,1.0,1.0,1.0,1.0,4.0,,-0.8811,511.214,566.323,517.849
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-1.0801,472.027,513.854,598.743
FIN,2.0,1.0,1.0,1.0,1.0,5.0,,-0.3915,341.31,239.231,264.162
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,-0.3875,475.291,544.442,501.969
FIN,1.0,1.0,1.0,1.0,1.0,8.0,,0.947,423.255,471.826,470.677
FIN,2.0,1.0,1.0,1.0,1.0,9.0,,1.0883,598.8,636.25,628.457
FIN,2.0,1.0,1.0,1.0,1.0,8.0,,0.7372,497.066,540.813,564.616
FRA,1.0,2.0,1.0,1.0,1.0,9.0,-1.0055,-0.8459,436.747,464.496,431.859
FRA,1.0,1.0,1.0,2.0,1.0,8.0,-0.9322,-0.781,399.408,502.483,347.771
FRA,1.0,1.0,1.0,1.0,1.0,9.0,0.448,0.998,457.076,431.971,430.461
FRA,2.0,1.0,1.0,1.0,1.0,1.0,-1.2555,-3.1338,373.812,278.506,399.929
FRA,1.0,1.0,1.0,2.0,1.0,5.0,-0.5684,0.3276,543.397,559.74,550.497
FRA,2.0,1.0,1.0,2.0,1.0,4.0,-0.6718,-0.9127,424.667,503.865,401.215
FRA,2.0,1.0,1.0,1.0,1.0,9.0,0.3494,1.3564,568.041,544.814,531.491
FRA,2.0,1.0,1.0,1.0,1.0,7.0,-1.0395,-0.0755,522.848,630.712,655.182
FRA,2.0,1.0,1.0,1.0,1.0,7.0,1.4514,0.6703,378.684,400.207,388.246
FRA,2.0,1.0,1.0,1.0,1.0,9.0,0.5559,1.2552,600.615,620.114,656.673
FRA,1.0,2.0,1.0,1.0,2.0,4.0,-0.398,-0.9875,580.052,618.389,611.277
FRA,1.0,1.0,1.0,1.0,1.0,9.0,-0.521,0.829,487.825,508.409,558.281
FRA,1.0,1.0,1.0,1.0,1.0,9.0,0.1083,0.2731,515.357,574.207,500.48
FRA,2.0,1.0,1.0,1.0,1.0,9.0,-0.4483,0.4272,429.551,424.359,377.724
FRA,2.0,1.0,1.0,2.0,1.0,5.0,1.6407,-0.8102,449.964,443.903,541.178
FRA,2.0,1.0,1.0,2.0,1.0,6.0,0.3777,-0.9024,612.542,637.151,593.172
FRA,1.0,1.0,1.0,1.0,1.0,9.0,1.9594,1.2714,450.421,431.277,392.523
FRA,2.0,1.0,1.0,1.0,1.0,8.0,0.0019,0.863,577.324,530.749,564.193
FRA,2.0,1.0,1.0,2.0,1.0,9.0,0.6086,-0.0804,313.962,316.746,389.191
FRA,1.0,2.0,1.0,1.0,1.0,3.0,-1.2126,-2.2407,360.728,406.038,374.646
FRA,1.0,1.0,1.0,1.0,1.0,7.0,-1.1972,0.4263,296.866,287.89,304.171
FRA,2.0,2.0,1.0,2.0,1.0,8.0,-0.9376,-0.6267,524.229,611.805,528.483
FRA,1.0,2.0,2.0,1.0,1.0,6.0,-1.8307,-2.0257,324.698,268.329,356.771
FRA,1.0,1.0,1.0,2.0,1.0,8.0,-0.2699,0.7132,425.957,547.967,486.32
